location,villiage,MRT_min_distance,MRT_count_500,MRT_count_1000,mall_distance500,mall_distance1000,school_distance500,school_distance1000,school_distance1500,spot_distance_1000,spot_distance_2000,spot_distance_3000,spot_distance_4000,spot_distance_5000,pop_total,male_ratio,female_ratio,pop_density,average_age,pop_20_59,pop_ratio_20_59,pop_ratio_0_4,pop_ratio_5_9,pop_ratio_10_14,pop_ratio_15_19,pop_ratio_20_24,pop_ratio_25_29,pop_ratio_30_34,pop_ratio_35_39,pop_ratio_40_44,pop_ratio_45_49,pop_ratio_50_54,pop_ratio_55_59,pop_ratio_60_64,pop_ratio_65_69,pop_ratio_70_74,pop_ratio_75_79,pop_ratio_80_84,pop_ratio_85_89,pop_ratio_90_94,pop_ratio_95_99,pop_ratio_100_up,doctorate,master,bachelor,high_school,junior_high_school,elementary_school,self-taught,illiterate,median_income,buying_power_index,index_of_retail_saturation,rental_cost,success
179台北市內湖區內湖路2段179巷48弄43號,湖濱里,0.9,0,2,0,0,4,10,11,1,3,2,6,6,8569,0.468549422,0.531450578,12780.05688,42.4890663,4901,0.567048479,0.04292491,0.038296888,0.049404142,0.047552933,0.059701493,0.064560916,0.067106329,0.072312854,0.073238459,0.074164063,0.073122758,0.082841606,0.090362143,0.065602221,0.035404373,0.023834317,0.017933588,0.011222955,0.007404836,0.002661113,0.000347102,0.016635614,0.131754059,0.552036199,0.199361192,0.048975246,0.047245142,0.000798509,0.003194038,826,0.106293179,1025555594,439.3333333,0
180台北市內湖區大湖山莊街232號,大湖里,1,0,2,0,1,0,0,0,0,4,4,4,4,5591,0.468967984,0.531032016,1926.763304,41.16978468,3482,0.614542887,0.051888457,0.040769502,0.034768796,0.043769855,0.064242852,0.078891634,0.067772679,0.085068832,0.070420049,0.071302506,0.082950935,0.093893399,0.083833392,0.05347688,0.031238969,0.018002118,0.013589834,0.008295094,0.004588775,0.001058948,0.000176491,0.014158576,0.140574434,0.560477346,0.197006472,0.041666667,0.043082524,0.000606796,0.002427184,842,0.106293179,1025555594,455.3333333,0
181台北市內湖區大湖街臨202-6號,內溝里,5.4,0,0,0,0,0,0,0,0,1,0,0,0,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,432,0
182台北市信義區信義路5段150巷56-60號,六合里,1.2,0,1,0,0,0,3,3,0,4,5,11,16,6699,0.472458576,0.527541424,5259.720598,45.22390029,3975,0.582844575,0.03914956,0.030351906,0.026246334,0.036510264,0.056891496,0.068914956,0.068475073,0.070674487,0.071847507,0.070967742,0.090029326,0.085043988,0.080058651,0.073753666,0.046774194,0.035777126,0.023607038,0.012903226,0.008651026,0.002785924,0.00058651,0.016539647,0.13458732,0.525377007,0.208367115,0.058375223,0.052213394,0.001135074,0.003405221,769,0.087254353,704280209.3,628.6666667,0
183台北市內湖區康樂街238巷12號,內溝里,3.5,0,0,0,0,0,0,0,0,1,0,0,1,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,308.6666667,0
184台北市內湖區文湖街21巷118弄50號,西康里,2.9,0,1,0,1,0,0,0,0,4,2,3,8,9584,0.471828047,0.528171953,8225.401875,42.62288136,5903,0.610066143,0.047126912,0.038135593,0.026353865,0.039892518,0.063972716,0.070897065,0.070793716,0.084745763,0.077201323,0.070793716,0.077614717,0.094047127,0.084849111,0.063352625,0.033691608,0.023666804,0.015915668,0.010748243,0.005167425,0.001033485,0,0.014890647,0.132736156,0.529199628,0.206607725,0.057933923,0.054094928,0.001279665,0.003257329,782,0.106293179,1025555594,427.3333333,0
185台北市松山區復興北路497號,民福里,0.8,0,3,0,0,1,2,2,0,6,8,20,36,6144,0.46875,0.53125,28816.69785,46.03965517,3562,0.55830721,0.044827586,0.028369906,0.019592476,0.036050157,0.051253918,0.053291536,0.065987461,0.086990596,0.074451411,0.071786834,0.075548589,0.078996865,0.090438871,0.082601881,0.053134796,0.036677116,0.022413793,0.015517241,0.009561129,0.002037618,0.000470219,0.011748445,0.114201797,0.526606773,0.230131306,0.054250173,0.059778853,0.000172771,0.003109883,733,0.08152381,858932317.5,770.3333333,0
186台北市內湖區大湖山莊街217號,大湖里,0.8,0,2,0,1,0,0,0,1,4,4,4,4,5591,0.468967984,0.531032016,1926.763304,41.16978468,3482,0.614542887,0.051888457,0.040769502,0.034768796,0.043769855,0.064242852,0.078891634,0.067772679,0.085068832,0.070420049,0.071302506,0.082950935,0.093893399,0.083833392,0.05347688,0.031238969,0.018002118,0.013589834,0.008295094,0.004588775,0.001058948,0.000176491,0.014158576,0.140574434,0.560477346,0.197006472,0.041666667,0.043082524,0.000606796,0.002427184,842,0.106293179,1025555594,432,0
187台北市中山區民生東路3段73巷13號,江山里,0.2,1,5,0,2,1,3,3,1,6,13,24,42,7532,0.477827934,0.522172066,38544.96292,44.98351433,4205,0.550176632,0.037943216,0.03558812,0.035195604,0.046578569,0.046186053,0.055213921,0.061101662,0.084652623,0.079288238,0.070914562,0.077194819,0.075624755,0.078241528,0.079157399,0.051550438,0.036896507,0.021326704,0.019102447,0.006149418,0.001831741,0.000261677,0.01247798,0.131972989,0.510569583,0.221520846,0.060628303,0.059453905,0.000587199,0.002789196,753,0.091203468,450445974.8,483,0
189台北市內湖區內湖路1段91巷229號,西安里,2.2,0,0,0,0,0,1,0,0,3,2,7,10,6616,0.474758162,0.525241838,5419.402901,42.96642292,3956,0.590359648,0.051634084,0.030890912,0.025220116,0.037307864,0.055812565,0.069392628,0.084763468,0.098641994,0.071780331,0.062080287,0.066706462,0.081181913,0.093269661,0.08700194,0.034621698,0.018952395,0.014027757,0.010147739,0.004775407,0.001193852,0.000596926,0.010369627,0.123599264,0.532363271,0.223950493,0.048837598,0.057032949,0.001003512,0.002843285,724,0.106293179,1025555594,272,0
190台北市內湖區碧山路26-6號,碧山里,4,0,0,0,0,0,0,0,1,3,3,3,6,7192,0.484983315,0.515016685,1929.623427,41.23843223,4506,0.613228089,0.043413174,0.04123571,0.044365814,0.046271094,0.060152422,0.0636908,0.076891671,0.086281981,0.081246598,0.073081111,0.081382689,0.090500817,0.080293958,0.054164398,0.029804028,0.019733261,0.012656505,0.009662493,0.004491018,0.000544366,0.000136091,0.00875,0.09484375,0.49828125,0.24703125,0.0790625,0.0671875,0.00046875,0.004375,742,0.106293179,1025555594,412.3333333,0
191台北市大安區安和路2段217巷15號,全安里,1,0,2,1,2,3,8,14,0,7,13,19,29,4399,0.461241191,0.538758809,33383.00855,45.80964181,2290,0.515881955,0.041676053,0.040774949,0.033566118,0.040774949,0.044829917,0.057895923,0.056544267,0.076143276,0.062401442,0.078846587,0.0702861,0.068934445,0.081549899,0.091011489,0.066005857,0.037846362,0.021851768,0.015544041,0.009686866,0.002928588,0.000901104,0.019877676,0.171253823,0.569571865,0.165902141,0.040519878,0.03185525,0,0.001019368,846,0.125342505,1003156621,974,0
192台北市內湖區碧山路7巷19號,碧山里,3.1,0,1,0,1,0,0,0,0,4,2,4,4,7192,0.484983315,0.515016685,1929.623427,41.23843223,4506,0.613228089,0.043413174,0.04123571,0.044365814,0.046271094,0.060152422,0.0636908,0.076891671,0.086281981,0.081246598,0.073081111,0.081382689,0.090500817,0.080293958,0.054164398,0.029804028,0.019733261,0.012656505,0.009662493,0.004491018,0.000544366,0.000136091,0.00875,0.09484375,0.49828125,0.24703125,0.0790625,0.0671875,0.00046875,0.004375,742,0.106293179,1025555594,413.6666667,0
193台北市中山區通北街145巷3弄23-2號,劍潭里,2,0,0,0,0,0,0,0,0,7,4,12,16,3752,0.477878465,0.522121535,1521.330985,44.36499215,2035,0.532443747,0.047095761,0.044740973,0.050758765,0.036368394,0.044217687,0.047357405,0.057299843,0.075614861,0.082155939,0.075876504,0.074306646,0.075614861,0.072736787,0.080062794,0.049450549,0.030873888,0.01674516,0.019884877,0.014128728,0.00418629,0.000523286,0.017088801,0.11046689,0.515715594,0.221849252,0.065913946,0.061336588,0.002441257,0.005187672,760,0.091203468,450445974.8,565.6666667,0
194台北市內湖區康樂街197號,內溝里,7.3,0,0,0,0,0,0,0,0,0,0,0,0,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,432,0
195台北市內湖區行善路41號,行善里,1.4,0,1,0,4,0,1,0,0,4,6,13,17,7225,0.486366782,0.513633218,20101.72818,40.98393797,4507,0.624065356,0.060509554,0.036970368,0.032262531,0.046386043,0.053586264,0.05898643,0.065771255,0.103987815,0.098587649,0.087510385,0.085294932,0.070340626,0.063971199,0.054832456,0.02866242,0.021600665,0.01384658,0.010384935,0.0052617,0.001107726,0.000138466,0.006841687,0.091010342,0.448050915,0.266348449,0.082736675,0.096579157,0.001909308,0.006523469,695,0.106293179,1025555594,854.3333333,0
196台北市內湖區文湖街45號,西安里,0.8,0,2,0,5,1,2,2,1,3,3,7,12,6616,0.474758162,0.525241838,5419.402901,42.96642292,3956,0.590359648,0.051634084,0.030890912,0.025220116,0.037307864,0.055812565,0.069392628,0.084763468,0.098641994,0.071780331,0.062080287,0.066706462,0.081181913,0.093269661,0.08700194,0.034621698,0.018952395,0.014027757,0.010147739,0.004775407,0.001193852,0.000596926,0.010369627,0.123599264,0.532363271,0.223950493,0.048837598,0.057032949,0.001003512,0.002843285,724,0.106293179,1025555594,446,0
197台北市內湖區金湖路91號,清白里,0.5,1,2,1,1,0,3,8,0,2,2,4,8,8713,0.467462412,0.532537588,22659.18722,41.48192907,5412,0.611249153,0.04788796,0.041337249,0.036028913,0.051840976,0.061102327,0.057036368,0.065168286,0.082448611,0.081319178,0.083690987,0.093065281,0.087418116,0.075333183,0.062118816,0.031624125,0.016602665,0.01163316,0.008696634,0.004178902,0.001468263,0,0.014590058,0.154163977,0.551839897,0.2,0.039122014,0.037443512,0.000903809,0.001936733,938,0.106293179,1025555594,369.6666667,0
198台北市中正區金門街44巷20號,河堤里,0.7,0,2,0,0,0,4,7,1,11,18,27,34,4507,0.475038828,0.524961172,29428.51759,46.15983428,2543,0.554513738,0.047972089,0.029873528,0.017008286,0.033362407,0.052551243,0.055604012,0.072830353,0.086131705,0.074356738,0.06694287,0.06519843,0.080898386,0.083515046,0.083951156,0.055385957,0.031399913,0.028129089,0.019843,0.010902747,0.003706934,0.00043611,0.027222356,0.159479643,0.543242592,0.178270296,0.047458444,0.038785835,0.000722717,0.004818116,739,0.062155041,360062293.6,537.6666667,0
199台北市松山區民權東路4段81號,精忠里,1.3,0,0,0,0,0,2,2,0,4,6,11,23,4591,0.466129384,0.533870616,2040.863879,42.28338343,2370,0.508802061,0.039501932,0.071275225,0.068699012,0.04572778,0.047015887,0.042936883,0.048089309,0.068269644,0.089523401,0.075998283,0.068699012,0.068269644,0.065908115,0.063546587,0.054315157,0.033276084,0.020609704,0.014169171,0.010304852,0.003220266,0.000644053,0.027210884,0.16692831,0.553113553,0.186289901,0.039246468,0.025379383,0.000784929,0.001046572,951,0.08152381,858932317.5,1070.666667,0
200台北市內湖區大湖街131巷10號,大湖里,1.6,0,1,0,1,0,0,0,0,4,4,4,4,5591,0.468967984,0.531032016,1926.763304,41.16978468,3482,0.614542887,0.051888457,0.040769502,0.034768796,0.043769855,0.064242852,0.078891634,0.067772679,0.085068832,0.070420049,0.071302506,0.082950935,0.093893399,0.083833392,0.05347688,0.031238969,0.018002118,0.013589834,0.008295094,0.004588775,0.001058948,0.000176491,0.014158576,0.140574434,0.560477346,0.197006472,0.041666667,0.043082524,0.000606796,0.002427184,842,0.106293179,1025555594,413.6666667,0
201台北市北投區行義路247號,永和里,3.6,0,0,0,0,0,1,1,0,1,1,5,6,9458,0.471135547,0.528864453,5814.824696,42.61617864,5399,0.568674953,0.044659785,0.04971561,0.042869181,0.041289235,0.060775226,0.059827259,0.058879292,0.073730777,0.079102591,0.075521382,0.076890668,0.083947756,0.07952391,0.068674953,0.037286707,0.027280388,0.019380661,0.012218243,0.006425111,0.001790605,0.000210659,0.019045294,0.118056403,0.518984251,0.2237822,0.054327921,0.061530949,0.000732511,0.003540471,810,0.089723852,1095531712,508.6666667,0
202台北市內湖區金莊路22號,石潭里,2.1,0,0,1,1,0,3,3,0,3,3,6,14,4042,0.472538347,0.527461653,3331.523736,40.51031804,2618,0.635591163,0.070890993,0.038358825,0.026462734,0.037387715,0.050983248,0.061179898,0.070405438,0.114105365,0.108035931,0.084243748,0.077445982,0.069191551,0.06287934,0.044185482,0.033017723,0.021607186,0.014323865,0.007768876,0.005098325,0.002184996,0.000242777,0.010955056,0.126685393,0.495505618,0.230898876,0.060674157,0.067696629,0.00252809,0.00505618,812,0.106293179,1025555594,485,0
204台北市北投區榮華一路2巷4號,榮華里,0.8,0,1,0,2,2,4,6,0,2,5,6,12,7503,0.469545515,0.530454485,19709.10388,43.13307087,4243,0.556824147,0.046194226,0.043963255,0.035695538,0.045144357,0.054724409,0.05839895,0.069816273,0.0832021,0.076115486,0.072309711,0.069422572,0.072834646,0.079396325,0.073228346,0.049737533,0.031889764,0.019685039,0.010761155,0.005905512,0.00144357,0.000131234,0.022669269,0.138417655,0.535655307,0.196817295,0.049992494,0.052694791,0.000900766,0.002852425,838,0.089723852,1095531712,368,0
205台北市中山區新生北路2段101巷19號,中原里,0.7,0,4,0,1,0,8,13,0,11,20,31,46,5183,0.467875748,0.532124252,30278.19225,45.0190678,2893,0.55720339,0.046802773,0.039869029,0.023112481,0.033898305,0.04757319,0.05527735,0.06683359,0.093605547,0.077234206,0.06587057,0.070878274,0.079930663,0.087827427,0.076848998,0.05046225,0.036402157,0.023305085,0.014830508,0.007318952,0.002118644,0,0.014063176,0.121159671,0.508437906,0.228256166,0.05906534,0.065556036,0.000865426,0.002596279,736,0.091203468,450445974.8,370.6666667,0
206台北市內湖區成功路4段294巷22號,秀湖里,0.6,0,2,0,1,0,0,7,1,4,4,4,6,6210,0.480032206,0.519967794,12484.10447,43.2473983,3728,0.587827184,0.041784926,0.035320088,0.026490066,0.046515295,0.070797856,0.072847682,0.07316304,0.07473983,0.059287291,0.06401766,0.081362346,0.091611479,0.092084516,0.068274992,0.039735099,0.024597919,0.019236834,0.010249133,0.00614948,0.001734469,0,0.015479332,0.134212841,0.554265611,0.20474934,0.04591029,0.042744063,0.000703606,0.001934916,836,0.106293179,1025555594,432,0
208台北市內湖區成功路5段400號,金湖里,0.5,1,2,0,0,1,2,3,1,1,1,3,6,10396,0.462966526,0.537033474,12169.20776,38.37171679,6132,0.583555386,0.049581271,0.069756376,0.065188428,0.065188428,0.066901408,0.057765512,0.046535973,0.065378759,0.076608298,0.088028169,0.09383327,0.088503997,0.057765512,0.04206319,0.022078416,0.01703464,0.013989341,0.007898744,4.47E-03,0.001332318,9.52E-05,0.017738359,0.159411833,0.581981561,0.174232699,0.034543121,0.028708134,0.001283697,0.002100595,1151,0.106293179,1025555594,605.3333333,0
209台北市內湖區康樂街220巷2號,內溝里,3,0,0,0,0,0,0,0,0,0,0,0,1,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,291,0
210台北市北投區大度路3段151號,關渡里,1,0,1,0,0,0,1,1,1,3,3,3,7,11608,0.48699173,0.51300827,7041.173169,42.73783373,6729,0.56851977,0.049340994,0.045116593,0.032020953,0.045116593,0.04950997,0.059817506,0.071645826,0.099864819,0.081953363,0.06936465,0.063281514,0.073082122,0.078911795,0.06978709,0.037428185,0.028979385,0.022135857,0.013771544,0.006421088,0.001943224,0.000506928,0.007640971,0.080278557,0.429441919,0.259406132,0.100493278,0.112680143,0.002708192,0.007350808,674,0.089723852,1095531712,505.3333333,0
213台北市松山區民生東路5段69巷21弄23號,東榮里,1.2,0,1,0,0,1,1,5,1,5,8,19,26,8102,0.465317206,0.534682794,31466.64619,42.98259917,4169,0.507301047,0.037600389,0.056461426,0.066804575,0.04770017,0.051715746,0.049890484,0.050742273,0.068143101,0.080676564,0.069968362,0.068994889,0.067169628,0.070455099,0.076782672,0.051350694,0.04088586,0.020321246,0.014115357,0.007909467,0.00206863,0.000243368,0.023781903,0.168938515,0.569460557,0.174883991,0.034657773,0.027262181,0.000290023,0.000725058,907,0.08152381,858932317.5,646.6666667,0
214台北市內湖區舊宗路1段86號,湖元里,1.6,0,0,0,2,0,0,3,0,3,4,12,17,5477,0.485849918,0.514150082,2348.668834,41.4472326,3254,0.579106603,0.054280121,0.041822388,0.031678235,0.045203773,0.05214451,0.071187044,0.087738032,0.100373732,0.071720947,0.061754761,0.058729311,0.075458267,0.087915999,0.079729489,0.033635878,0.019042534,0.011745862,0.009076348,0.005872931,0.000355935,0.000533903,0.00877372,0.117527035,0.517649459,0.234441951,0.057131198,0.059783718,0.00122424,0.00346868,761,0.106293179,1025555594,714.3333333,0
215台北市內湖區大湖街137-2號,內溝里,3.2,0,0,0,0,0,0,0,0,2,2,3,5,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,455.3333333,0
217台北市南港區忠孝東路7段371號,中南里,0.2,1,1,2,2,0,2,5,0,0,0,3,5,3726,0.496242619,0.503757381,2210.062217,41.92007243,2312,0.598034144,0.0499224,0.04009312,0.033885153,0.047335748,0.055095706,0.065700983,0.067252975,0.095964822,0.089498189,0.071391619,0.0812209,0.07190895,0.06751164,0.066218314,0.032074496,0.028194516,0.021986549,0.00879462,0.004138645,0.001034661,0.000775996,0.006495424,0.058458813,0.413935636,0.288160614,0.097431355,0.124889283,0.002657219,0.007971656,587,0.041726568,681187333.8,397,0
218台北市松山區撫遠街405巷29弄27號,莊敬里,2.5,0,0,0,2,0,1,1,0,1,3,11,19,5322,0.48421646,0.51578354,2113.750099,43.91314726,3036,0.557473375,0.048475946,0.037275064,0.033235402,0.048475946,0.049026809,0.05471906,0.058575101,0.08575101,0.085567389,0.07840617,0.074366508,0.071061329,0.072163055,0.067939772,0.053617334,0.036907822,0.019280206,0.015607786,0.007895703,0.001285347,0.000367242,0.010212589,0.093789079,0.482075865,0.254897874,0.068153397,0.085243852,0.001875782,0.003751563,757,0.08152381,858932317.5,671,0
219台北市松山區撫遠街430巷23號,莊敬里,2.2,0,0,0,0,0,1,1,0,3,4,12,17,5322,0.48421646,0.51578354,2113.750099,43.91314726,3036,0.557473375,0.048475946,0.037275064,0.033235402,0.048475946,0.049026809,0.05471906,0.058575101,0.08575101,0.085567389,0.07840617,0.074366508,0.071061329,0.072163055,0.067939772,0.053617334,0.036907822,0.019280206,0.015607786,0.007895703,0.001285347,0.000367242,0.010212589,0.093789079,0.482075865,0.254897874,0.068153397,0.085243852,0.001875782,0.003751563,757,0.08152381,858932317.5,354.3333333,0
220台北市內湖區大湖街141號,內溝里,7.5,0,0,0,0,0,0,0,0,0,0,0,0,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,455.3333333,0
221台北市信義區信義路6段76巷8弄39號,松友里,1.2,0,2,0,0,0,4,4,0,5,9,10,14,6956,0.471679126,0.528320874,33214.10011,41.10483303,3865,0.544596308,0.053543751,0.059179935,0.049316613,0.049457517,0.048189376,0.053261942,0.061716218,0.091024376,0.087924475,0.075665774,0.068479639,0.058334508,0.064393406,0.073411301,0.043680428,0.027899112,0.014654079,0.009722418,0.00704523,0.002958997,0.000140905,0.012106945,0.118379015,0.516058517,0.232386077,0.058012443,0.057844291,0.001177064,0.004035648,739,0.087254353,704280209.3,610,0
222台北市內湖區康樂街257號,內溝里,2.7,0,0,0,0,0,0,1,0,0,0,0,1,4811,0.487216795,0.512783205,1117.32883,40.87425641,3045,0.624615385,0.050666667,0.038153846,0.036307692,0.042871795,0.061948718,0.077538462,0.081846154,0.092923077,0.084102564,0.063794872,0.063384615,0.099076923,0.082051282,0.049641026,0.026666667,0.018051282,0.015384615,0.008820513,0.004717949,0.001435897,0.000615385,0.006096131,0.095662368,0.485580305,0.246189918,0.079249707,0.079953107,0.002813599,0.004454865,678,0.106293179,1025555594,291,0
223台北市北投區吉利街257巷5弄3號,立農里,0.5,1,2,0,0,1,2,3,0,3,5,9,11,9616,0.477745424,0.522254576,27951.23455,39.65159025,5481,0.56598513,0.046468401,0.059995869,0.066604709,0.049049979,0.048636927,0.050495663,0.069083024,0.100165221,0.096964064,0.075175547,0.061544816,0.063919868,0.07063197,0.062887237,0.03283767,0.019929781,0.012494837,0.00764147,0.004027261,0.00134242,0.000103263,0.012862138,0.105894106,0.473651349,0.243631369,0.071803197,0.086788212,0.001498501,0.003871129,743,0.089723852,1095531712,465.3333333,0
224台北市內湖區金湖路100號,清白里,0.6,0,2,0,1,0,2,8,0,2,2,4,8,8713,0.467462412,0.532537588,22659.18722,41.48192907,5412,0.611249153,0.04788796,0.041337249,0.036028913,0.051840976,0.061102327,0.057036368,0.065168286,0.082448611,0.081319178,0.083690987,0.093065281,0.087418116,0.075333183,0.062118816,0.031624125,0.016602665,0.01163316,0.008696634,0.004178902,0.001468263,0,0.014590058,0.154163977,0.551839897,0.2,0.039122014,0.037443512,0.000903809,0.001936733,938,0.106293179,1025555594,369.6666667,0
225台北市北投區中和街503號,智仁里,1.5,0,0,0,0,0,1,4,0,4,4,5,6,6229,0.477444213,0.522555787,58194.59468,41.68436064,3735,0.5918238,0.053398827,0.047536048,0.030264617,0.044050071,0.058152432,0.065599746,0.070353351,0.095072096,0.084772619,0.077800666,0.070036444,0.070036444,0.066075107,0.061163049,0.040564094,0.028046268,0.018063698,0.010616384,0.007130407,0.001267628,0,0.009301477,0.081707095,0.453948568,0.258070399,0.091008572,0.096480029,0.002006201,0.007477658,660,0.089723852,1095531712,448,0
226台北市中山區北安路409號,劍潭里,0.7,0,1,0,0,2,3,3,0,5,5,10,19,3752,0.477878465,0.522121535,1521.330985,44.36499215,2035,0.532443747,0.047095761,0.044740973,0.050758765,0.036368394,0.044217687,0.047357405,0.057299843,0.075614861,0.082155939,0.075876504,0.074306646,0.075614861,0.072736787,0.080062794,0.049450549,0.030873888,0.01674516,0.019884877,0.014128728,0.00418629,0.000523286,0.017088801,0.11046689,0.515715594,0.221849252,0.065913946,0.061336588,0.002441257,0.005187672,760,0.091203468,450445974.8,451.6666667,0
227台北市松山區濱江街426巷15號,莊敬里,2,0,1,0,0,0,0,0,0,4,3,10,16,5322,0.48421646,0.51578354,2113.750099,43.91314726,3036,0.557473375,0.048475946,0.037275064,0.033235402,0.048475946,0.049026809,0.05471906,0.058575101,0.08575101,0.085567389,0.07840617,0.074366508,0.071061329,0.072163055,0.067939772,0.053617334,0.036907822,0.019280206,0.015607786,0.007895703,0.001285347,0.000367242,0.010212589,0.093789079,0.482075865,0.254897874,0.068153397,0.085243852,0.001875782,0.003751563,757,0.08152381,858932317.5,423,0
228台北市大安區溫州街18巷8號,龍坡里,0.9,0,1,0,0,0,4,8,2,8,12,23,42,5999,0.463410568,0.536589432,40804.93914,42.38451486,3041,0.496733094,0.040999673,0.063214636,0.074485462,0.052923881,0.049656975,0.039529566,0.043776544,0.064194708,0.086082979,0.082489383,0.071545247,0.059457694,0.063214636,0.067788304,0.051943809,0.037569422,0.022378308,0.016497877,0.007840575,0.003756942,0.000653381,0.067223548,0.213404932,0.512529833,0.151949085,0.029236277,0.024463007,0.000397772,0.000795545,1016,0.125342505,1003156621,614.6666667,0
230台北市北投區行義路140巷1號,永和里,2.8,0,0,0,0,0,0,0,0,1,0,2,10,9458,0.471135547,0.528864453,5814.824696,42.61617864,5399,0.568674953,0.044659785,0.04971561,0.042869181,0.041289235,0.060775226,0.059827259,0.058879292,0.073730777,0.079102591,0.075521382,0.076890668,0.083947756,0.07952391,0.068674953,0.037286707,0.027280388,0.019380661,0.012218243,0.006425111,0.001790605,0.000210659,0.019045294,0.118056403,0.518984251,0.2237822,0.054327921,0.061530949,0.000732511,0.003540471,810,0.089723852,1095531712,508.6666667,0
231台北市內湖區碧山路臨32-10號,碧山里,4.9,0,0,0,0,0,0,0,0,3,3,3,3,7192,0.484983315,0.515016685,1929.623427,41.23843223,4506,0.613228089,0.043413174,0.04123571,0.044365814,0.046271094,0.060152422,0.0636908,0.076891671,0.086281981,0.081246598,0.073081111,0.081382689,0.090500817,0.080293958,0.054164398,0.029804028,0.019733261,0.012656505,0.009662493,0.004491018,0.000544366,0.000136091,0.00875,0.09484375,0.49828125,0.24703125,0.0790625,0.0671875,0.00046875,0.004375,742,0.106293179,1025555594,413.6666667,0
233台北市北投區文林北路175巷58號,文林里,0.9,0,2,0,0,0,2,6,0,3,6,6,14,4358,0.481184029,0.518815971,38537.28514,43.77499436,2533,0.571654254,0.041751298,0.030918529,0.039720153,0.047619048,0.051229971,0.055292259,0.071767095,0.083728278,0.088693297,0.07966599,0.073572557,0.067704807,0.070187317,0.070412999,0.05032724,0.034303769,0.020762807,0.014443692,0.006093433,0.001354096,0.000451365,0.017035342,0.109585558,0.473938469,0.244088482,0.068649886,0.083396898,0.000508518,0.002796847,760,0.089723852,1095531712,421,0
235台北市北投區崇仰一路31號,奇岩里,1.5,0,0,0,0,0,2,1,0,5,0,7,11,10961,0.481981571,0.518018429,6130.523759,43.17111256,6325,0.587879915,0.048331629,0.033460359,0.027047123,0.043312576,0.059763919,0.066827772,0.072590389,0.08318617,0.081327261,0.071382099,0.073519844,0.079282461,0.084673297,0.071939771,0.038014685,0.029463705,0.018774979,0.009945162,0.00529789,0.001858909,0,0.013350021,0.110659157,0.493429287,0.234876929,0.069983312,0.072069253,0.000938673,0.004693367,713,0.089723852,1095531712,907.3333333,0
